C,gamma,coef0,$current_duration,$n__fc,$n__tc,$n__me,$n__fc__rw7,$n__tc__rw7,$n__me__rw7,$mean_duration_in__fc__rw7,$mean_duration_in__tc__rw7,$mean_duration_in__me__rw7,$mean_owner_included__fc__rw7,$mean_owner_included__tc__rw7,$mean_owner_included__me__rw7,$mean_n_recipients__fc__rw7,$mean_n_recipients__tc__rw7,$mean_n_recipients__me__rw7,$n__fc__rw30,$n__tc__rw30,$n__me__rw30,$mean_duration_in__fc__rw30,$mean_duration_in__tc__rw30,$mean_duration_in__me__rw30,$mean_owner_included__fc__rw30,$mean_owner_included__tc__rw30,$mean_owner_included__me__rw30,$mean_n_recipients__fc__rw30,$mean_n_recipients__tc__rw30,$mean_n_recipients__me__rw30,$n__fc__rw90,$n__tc__rw90,$n__me__rw90,$mean_duration_in__fc__rw90,$mean_duration_in__tc__rw90,$mean_duration_in__me__rw90,$mean_owner_included__fc__rw90,$mean_owner_included__tc__rw90,$mean_owner_included__me__rw90,$mean_n_recipients__fc__rw90,$mean_n_recipients__tc__rw90,$mean_n_recipients__me__rw90,$n__fc__x,$n__tc__x,$n__me__x,$mean_duration_in__fc__x,$mean_duration_in__tc__x,$mean_duration_in__me__x,$mean_owner_included__fc__x,$mean_owner_included__tc__x,$mean_owner_included__me__x,$mean_n_recipients__fc__x,$mean_n_recipients__tc__x,$mean_n_recipients__me__x,degree,metric,trial
1.4233142053418504,0.00025668497567672374,-0.3162902343771803,0.24051873106623256,0.5483162995822672,0.2583053531746108,0.8141369550398958,0.2443893874488987,0.7257981179196571,0.25420449222167196,0.6932881877495205,0.7204554848363635,0.5954003303940498,0.25193477072310444,0.7033798007523973,0.8788202542073624,0.08841607283596231,0.45866546424642096,0.3534236762400652,0.9085587922932338,0.9525842958890417,0.8249926055985165,0.3862626307433058,0.5613001604314858,0.9779167931150006,0.6565405620158152,0.1413432103670682,0.8673848557238145,0.9468126460902456,0.5267960942184718,0.9512784722737616,0.6009866710896061,0.11241873138147973,0.5681179314758118,0.9383050924004663,0.5086773842817015,0.4642069279591444,0.18942397724647297,0.25707680638841046,0.05973303029558408,0.8735883830288048,0.7495401511164758,0.7724137826384794,0.8400841510027198,0.4911721371023946,0.7191786212073205,0.9519054619281476,0.7881721400383159,0.08552961723202723,0.8021740354362562,0.983221371820504,0.36853836382614646,0.1250455124111146,0.216096784906752,0.7239413531513027,3,0.2248556306176898,0
0.0959484742549047,0.0036677169579676055,5.2404099626319365,0.6210069492310081,0.23347726585107897,0.63584488990954,0.22176620618470777,0.09243197391556635,0.47699145895046013,0.572838977892067,0.4755466887424473,0.41563664854936744,0.4057489942025738,0.2589281377477989,0.6798324865531123,0.8043271806785893,0.24083320677701536,0.44753844886469685,0.1095870145888116,0.1825957819078079,0.4716224607276531,0.3406943683432201,0.6091238111897959,0.5977384436844916,0.8514430270728968,0.26948091665646423,0.47693059326533316,0.6550283147272885,0.12395676989779314,0.36370607897979257,0.7601953029032258,0.16059756211604825,0.48533874303296487,0.2950636811334091,0.7864974774269227,0.3003409123216243,0.21489719551987374,0.2336774106857199,0.7581115011362789,0.8222930848782838,0.05757416192816345,0.12948469094809933,0.7446808071831125,0.10895234918064522,0.6857439733862447,0.8160996987819372,0.8861459800654821,0.4800191042290668,0.43168126994967926,0.06293227428065085,0.8665275861738073,0.30865486897131744,0.250963250734323,0.8413978142965622,0.6944726846058039,5,0.1928203411749116,1
0.8579645504373765,0.000188261716172703,3.988567179232396,0.261834038624417,0.3485199673462871,0.9040480911130192,0.40570201915468074,0.8147766849287691,0.6811216821420399,0.08940951645026607,0.8368730935673746,0.05745742019227129,0.4317571300796166,0.14803342932561925,0.0725131184556852,0.9296223057842072,0.6185523891215269,0.04921220660347014,0.018215468121088096,0.275205819379418,0.12550611216273178,0.02820272003423352,0.8100971346149749,0.28401515019601165,0.1849359986877961,0.6131603660070396,0.7730222516856111,0.710389870935567,0.04142040969470995,0.6510500912953975,0.99983549002005,0.08610787451736857,0.07785066193362089,0.6892210773482113,0.865879354691289,0.617883168776597,0.7510871809015027,0.0296095244165846,0.6518838640670221,0.16338932972437836,0.09647239285643228,0.6692489064231343,0.40438029955212706,0.19597174923923955,0.17510816870196877,0.3379426565698157,0.5402115035335521,0.6518028745707419,0.74978839887447,0.09929538346254829,0.5558380046248704,0.8268119382745835,0.3973380803503257,0.9136920824158781,0.28072827884572327,7,0.19229594892569413,2
0.07782832385075777,0.008649160933927891,-2.9013616634565618,0.002804681465058856,0.2624109618867695,0.6106729182956053,0.3951310255778342,0.4992711480157489,0.4183323412313491,0.33106201447355754,0.8717442248737964,0.7544307233818478,0.8414454416220937,0.7482265639574212,0.3215198952835896,0.8270375495881196,0.7547938147616161,0.45841900733950836,0.3588364858419588,0.12327495547639167,0.433567803087334,0.6693997728432369,0.5389405323733649,0.11444039921119131,0.7948326357261338,0.8035930395108358,0.002163789736847166,0.5250908314976102,0.9589351984011354,0.824258897275787,0.5056198001135699,0.7161336785009264,0.6727624370581442,0.9295796758314113,0.762949140816368,0.4286884914300071,0.3973214066838896,0.7454259549599612,0.026893942445452734,0.17290047468009606,0.4044048092059138,0.7125026113771366,0.721957549634379,0.8061746178910816,0.5916978684863393,0.717727252972785,0.7335413078225012,0.02304113770130145,0.31671083962551305,0.9759176099445346,0.29224068319517227,0.48209513241777247,0.22025303080738245,0.05559809310106001,0.633242998656574,4,0.21552200519123335,3
0.01868321322375965,0.001730148978589578,0.9842592565194375,0.5989137105017505,0.9098527389733906,0.9742080513274197,0.6942509246105175,0.021120725781698546,0.43376920594111124,0.7283513915689827,0.3522629533038709,0.840989183673744,0.3205639800854342,0.5911996063053736,0.2702829273015277,0.025316011873903976,0.468201311446921,0.04374871436781014,0.11960835713119666,0.09417446842594723,0.5291605206744407,0.5358248629460965,0.47425853669718787,0.5053675701007524,0.5870047694377571,0.31802119388197625,0.6150601876777548,0.38317520091106705,0.5007181892274241,0.29851149891285345,0.7849972781609063,0.20860332584008878,0.5231546815213355,0.382148214233752,0.48304531910711557,0.9446457254672659,0.30227736649129944,0.7930092722422138,0.15202109704593159,0.16348645923985616,0.003770228226191663,0.8280369138245354,0.4526619829902968,0.05629836394880261,0.6993354373602622,0.48230941154204954,0.39883973961711683,0.47759816354325746,0.6342620438441189,0.7067232820042703,0.15230638961488885,0.050195695101813764,0.31407709064879175,0.0064375442855136855,0.11313450442411954,7,0.2263347320261951,4
0.1605956982246544,0.13859983472416376,0.9170909723478484,0.2823246897687143,0.7795683668481165,0.24404559239057133,0.26825522783055833,0.681720330295413,0.07620327824493067,0.1392249388922825,0.4896852110010581,0.9998248292621014,0.6191882883342462,0.8714746613642567,0.8295050686692115,0.03933828008025053,0.5380382091418732,0.13196009352195937,0.2668319479040926,0.24672274207973455,0.77094023194132,0.49317514422235265,0.39291066835378796,0.21720168334546297,0.11422136807136662,0.7407707979641586,0.6812844118814511,0.5337489490530182,0.4536112650712113,0.08011381680604512,0.12167600291876102,0.7638989525854235,0.44740810918747764,0.35827874989340835,0.8394384220892922,0.3384888958602942,0.6493431960719896,0.622784143514715,0.2845759558384008,0.4924441081300961,0.8430698406583749,0.45161237708716107,0.9489898257110182,0.5550310481428513,0.5259527391601617,0.3745783258316876,0.4828790076539812,0.6397136103797936,0.7168325709049564,0.8181532746174106,0.8368470011859614,0.9808589988642932,0.4285722874242964,0.4202195289310172,0.23176751561486708,3,0.33902093715264786,5
1.0408530538594014,0.40100658728603694,0.8422656178116155,0.2020754855620055,0.024387119394993384,0.22074373583134665,0.8136324076963488,0.19943548324077054,0.8630682408719166,0.9361298867173393,0.2879904676692131,0.7376954111161794,0.21458283661915756,0.8393690412103741,0.01864245124447328,0.24733425961984867,0.19834261393223251,0.32532211389523136,0.637953226422022,0.5563014417302389,0.8584915461058676,0.4028233352149141,0.6329072192463776,0.46341567905920034,0.09221638531747656,0.45909110931521635,0.3997459433444577,0.5536937042456763,0.34964451322551426,0.803717629542115,0.4290824192956767,0.2824877693138039,0.4458955438567852,0.35129002122472,0.3104310267894389,0.14543402062555233,0.45323221592502516,0.7141931961454501,0.830077632551331,0.0598319547790227,0.5636674428408642,0.9661918694802877,0.7084135222390833,0.21650528971478844,0.06908532418913171,0.1821005176219973,0.9435086074782468,0.923897602550879,0.2247807046445489,0.06912870531697712,0.26345565002103377,0.9439118470280324,0.5463121288685179,0.847154547622565,0.34663577070846174,6,0.17946121283225028,6
8.0780349456368,0.0034781166700685396,3.9324658438891085,0.5038608183399133,0.7733704106994038,0.39667699524435573,0.8974592517727288,0.37274895757733795,0.38051184837056795,0.6023157399525451,0.24385498390762872,0.9258765851177767,0.7131726244531117,0.70411363348597,0.9684625787350882,0.5464266163807165,0.3046405087899082,0.5488736631174227,0.3483899903009712,0.046816930897028985,0.8530434576926653,0.5896397504120773,0.2160238958262629,0.9790542420826436,0.5804981331193687,0.12914246718029398,0.26428523087013533,0.48904404954547154,0.5061214564962984,0.8032641817528283,0.032938591594187105,0.9578556773322366,0.05800803564735868,0.5524570805796315,0.058681401970735014,0.747556397580962,0.9370312156892643,0.21808492892838738,0.18822548489777202,0.500819515544176,0.7657110639475695,0.39899136074006425,0.3584445078416827,0.44287161360682803,0.031169265875635954,0.14108919761429894,0.29325137502316334,0.3947394153432001,0.6231695957323301,0.2036325349797493,0.2988287460475537,0.08320586556987852,0.052682243594733946,0.27775003344703,0.5094252490246235,3,0.21240252832410403,7
0.004289838957738882,0.6532251751114029,4.806746385516588,0.2398592144221302,0.03854287655299882,0.3140814288742564,0.9691436020098274,0.3230694590544605,0.8772754572318016,0.459202233488366,0.8220050080806998,0.9344020570624275,0.7829592728659519,0.3827023261775032,0.7804733286818791,0.6285772165054186,0.4819077386058539,0.037768260867404035,0.7964721658328161,0.5628407599556233,0.5733242629558108,0.39880020332361665,0.7755249002580885,0.35821501226150754,0.5563584692318876,0.9274300593369968,0.07297853974136237,0.020952422687402716,0.8663551458982334,0.9711844774380497,0.5177470342055328,0.33406574686596224,0.6033861918329398,0.38811690822660727,0.44810870482599696,0.6158775348579876,0.597785832870194,0.3730694398688844,0.6504600649443126,0.07889045166349651,0.34230545827399894,0.5209049594436608,0.448004767805699,0.9956570464156257,0.18768586744793792,0.33500317330062734,0.528597556388018,0.40843177766052763,0.8316344173034522,0.25008586850313197,0.8455005872801451,0.17765703802583366,0.09499804364920772,0.4869228079579291,0.720309122843787,5,0.1781442272613804,8
0.011707566349248202,0.0019985827630059605,-2.137274816679132,0.24556458821725757,0.023070541171468895,0.7929635742800838,0.4020000555573402,0.5666039702416679,0.5856198307204404,0.25489126778190496,0.28922523457135185,0.38288276821500955,0.2780758143983999,0.13135176850816999,0.4539160363917363,0.10743942164198006,0.196190341670601,0.1171631280293397,0.515819753760378,0.0602489189915284,0.16745728807619653,0.4757268390926642,0.659813259127585,0.9546316719714497,0.9645840920317255,0.26856048228595897,0.14628361521246958,0.4971083509264538,0.2144008970517537,0.9582003978657443,0.2954158670921819,0.8656957026041906,0.1499510323343336,0.31917312456390845,0.029588813126567692,0.15578106716620188,0.9327444223229121,0.34671444357296954,0.6047030652749973,0.0990254617112204,0.20581035893440625,0.4117354887154403,0.583712596038466,0.06004607403870499,0.9483210260385583,0.4693751595420491,0.3234087746055543,0.8682406478962843,0.10013018122926298,0.14968651861858295,0.7123610262890352,0.27231893691380327,0.07478111209581029,0.533410575975047,0.9812546741921597,2,0.2535596572500645,9
0.036093611591769645,0.9036651229174054,4.02256841152281,0.21894581944588865,0.6087769890894732,0.2751860174712468,0.31077128580858615,0.9460763573442713,0.3000617781791267,0.41944140146960507,0.6402634444951394,0.11299849946368956,0.18834112261010227,0.266419217124386,0.3770534578801019,0.5899983799582139,0.5618528927175714,0.4862681576946315,0.20881688112095675,0.4691146476047894,0.20600182120792387,0.5932551234616451,0.8928594009246063,0.5686043068238954,0.8076679841077111,0.8624828297315301,0.181285729967128,0.1853392181834117,0.9667706208896035,0.9827895421226621,0.05813598149665,0.6755972461094497,0.2773044199970164,0.16967984939293923,0.5891520012533898,0.6865522035748837,0.5318217972293763,0.06655814925242942,0.7391132031779765,0.05966975814083142,0.6495725926549267,0.23097429269433234,0.449018079175011,0.14391210585419822,0.3965739624210999,0.5346036726533996,0.2553694573808444,0.4800977661117992,0.32904204942394577,0.3944966001860063,0.9326700479815273,0.02379403115342693,0.07408759615061122,0.7071336022430231,0.6916548898421296,2,0.1875744906845135,10
0.008381223480540845,0.023476404331466756,3.080396430649543,0.26047779986786046,0.25221649275511826,0.21646670501719623,0.8316033629579112,0.2002039993443382,0.04634567404980072,0.8920278024827033,0.49508893869760073,0.9633445308900724,0.091149745103421,0.7972702017954675,0.04013242143845974,0.07933016707400042,0.9510363348929992,0.8589511656564276,0.003476693059426106,0.2979755870648215,0.7544688632887002,0.922804837554415,0.5037847114330687,0.42275871894371264,0.0864116834270261,0.15233339566475312,0.6151389001682682,0.844998835668631,0.5859201142717553,0.1389150189425543,0.9522489724661439,0.04083905106545538,0.19888611363206743,0.41541714729274803,0.47110363901850827,0.5154713190178855,0.22329360757903038,0.9047484036765865,0.39493700747154326,0.2800327011578747,0.11564766966934514,0.012107825249166981,0.6181836817638092,0.03779828848921296,0.8937126473400442,0.6555885009525341,0.4132414934895964,0.5647937460237583,0.19942395796009615,0.82277239177962,0.1356431442833177,0.32090310884693984,0.4235157550604831,0.9694412812754298,0.06047468262549971,1,0.22665772458719172,11
0.02231923698452758,0.12594865681420594,2.7785075244152546,0.40662800699391577,0.12695335945611463,0.296797488399304,0.886532396406558,0.2912064948232138,0.19752958138125032,0.7682223149657358,0.8226088381005466,0.5349895666812216,0.8141315727500817,0.36728359378822006,0.29776701476445133,0.4468435456088672,0.21781086355615187,0.8798099628593166,0.5103745623082305,0.8705678290942427,0.8282300249905763,0.7753617234034827,0.5863391545036281,0.7166637772294496,0.9281846565176821,0.5517017805702681,0.851864971654317,0.2801410616430511,0.283090299962534,0.7818269645359872,0.7397099939360556,0.054559788878990156,0.23913566198992486,0.601791633065755,0.6657820135318929,0.594072240106852,0.3649343253484013,0.9309944647953716,0.754287812246141,0.4622719495984071,0.03100503522681064,0.2544667819243319,0.024513704510606638,0.5696580924866591,0.8348934876118999,0.693448340160069,0.689154835028252,0.09572651393822784,0.322641372970757,0.4675974892978566,0.2066074692161357,0.4868654624987986,0.41686691563087197,0.39903206173958705,0.46384160824570975,6,0.1910877994986945,12
0.015457045972061758,0.015462481679362075,3.421390275726945,0.042141941287901274,0.953779965188197,0.12160047723115819,0.2167819096303928,0.4437481688322277,0.9748633802704159,0.45097318897503624,0.6471110436124893,0.8817623589087973,0.1943004535966213,0.47834298370344497,0.03933809669078003,0.17573322261244362,0.9592939057761939,0.1948622274793741,0.7794741669146614,0.38183542255237624,0.98158120339105,0.913869048285771,0.14774939505062012,0.9566566237578021,0.7533309042514097,0.9873176685492613,0.02602609524597299,0.02590154496180208,0.29161498400022234,0.03552406612801928,0.7250653323773211,0.014499815304532149,0.11458729077816954,0.8167987196503365,0.6708656323066131,0.3305614017191586,0.962168214826176,0.8829307270127028,0.9678941014600466,0.6461950675162674,0.5404103111260417,0.7483738913873577,0.7211884079062392,0.5550483225060625,0.9590667370974213,0.5112786898406165,0.0715168640701016,0.7796340725014984,0.36304422162068806,0.7890016325840054,0.6190883183472348,0.5949735507843037,0.7512046974945353,0.2974371826231026,0.5516253613866662,3,0.6684953050530433,13
0.027832624599672947,0.007245855975721734,-2.71030274736,0.8470621287470799,0.17289101731774414,0.17237269347984985,0.4511033256056639,0.19838166204779362,0.3779913400470478,0.07385183967101006,0.7950439330127405,0.5718380108940356,0.6921128898304695,0.9075736247375791,0.28907397285648284,0.3339862445944509,0.7820377768262442,0.192267637208284,0.9966495925109808,0.1438726536414453,0.2720713516719473,0.7585503735779685,0.22902733764895467,0.6005016434154945,0.605533037965988,0.5046854410281879,0.024201622765748,0.40770688846208847,0.6903254190307465,0.9625945021200455,0.8519042241074765,0.7929422722999563,0.10224655312707875,0.6731193620800655,0.44988244576175695,0.7718221208951379,0.45248691036700195,0.927657885275531,0.4183220114440679,0.8233426391540459,0.9573995307502863,0.7722338067756838,0.6676169543976416,0.9588088836598123,0.13014429535324545,0.9569513473162891,0.38643394103600204,0.047474241812633045,0.8840978718778405,0.2313567157399904,0.7972219213381733,0.6917697835666934,0.06172069726201823,0.9861120013990672,0.6426022704739713,6,0.20927855562898065,14
0.0010278951753387956,0.07795550621988422,5.90704456515945,0.7277523555303089,0.07167912085720052,0.016385785752919713,0.051306405295515334,0.5529585296396501,0.9922786048353057,0.03827449333430277,0.002944374112288206,0.49541852675360076,0.9704853573162764,0.4559607789814609,0.5697397818184053,0.3931584905122423,0.9884865252029119,0.7902117421781085,0.9696858915896142,0.7813313954533733,0.6717705927044242,0.9917256117993284,0.9948815237604681,0.008876345247566808,0.3554053380644214,0.9722312384007237,0.9976301631814911,0.01024442611968368,0.7232868063948674,0.9471791320950927,0.3849850722136874,0.38623679952169915,0.8772762271935072,0.0032199582677239214,0.3132392395388384,0.06676735157837,0.06881259351311808,0.9876315762527933,0.986241714431673,0.35521362901813225,0.347867135637712,0.5650607808493329,0.12420975459466033,0.9904832534678367,0.9665020399879323,0.015476626573197316,0.08822710337032014,0.23725372180563006,0.995983296524449,0.40003073225248237,0.6670299862907338,0.6437415739942736,0.8405059174612939,0.5737458240397665,0.9351015178341908,1,0.21959248823296165,15
0.0013322475098176845,0.6932629479415888,5.91917241725717,0.8540706484737273,0.044513113843153054,0.0026086772813287418,0.9942236353625831,0.3510013729793635,0.9084573734161913,0.9995573992413122,0.0525612653329286,0.6319178886504414,0.9961146252588394,0.9701232862725615,0.541204303183261,0.3203780155624572,0.08538236922970521,0.21467358995033883,0.7585164114060092,0.638961081104832,0.9861680606627026,0.31428177495976806,0.7379010671739841,0.02928884325165315,0.31629173929401866,0.9982808665068463,0.9695369392119745,0.04862055421092544,0.7416412164899375,0.913984463580708,0.39986276183180725,0.37434175350331456,0.9691058269964283,0.054005564157399544,0.28789251333531585,0.045974932804213706,0.040087620915205124,0.49665764463543094,0.9672643403139722,0.0034669017628386756,0.43906010303676757,0.8998893658942642,0.149397213296091,0.9819432362588065,0.1972099881915484,0.04122895714715774,0.09563225437323641,0.8729348997157206,0.9609298582895265,0.2829800247579227,0.6121717749081421,0.682251399907781,0.6323789738864025,0.6640570913165571,0.9523666982876653,5,0.17913637425711754,16
0.0010182836935286313,0.9856069385342147,5.607554764123045,0.9462458096067728,0.02116053365807868,0.004913796164189743,0.9897550918560659,0.4286371247538048,0.9514514484970894,0.9680077328298491,0.04849079769456521,0.6900737160248729,0.9997425820819201,0.9929790932464718,0.5443948550124679,0.2974998515825083,0.07219057818846586,0.192872776721059,0.7703928142241386,0.5945992556522814,0.6257666224576859,0.33317240665686887,0.7362018329376798,0.034785958430601505,0.3282109357861362,0.9893596725156538,0.37462010085590125,0.008467795630281893,0.7301598543745149,0.9764552087336131,0.3877218773976555,0.3919701400719445,0.9736787117354148,0.03821980109736989,0.3176217855507212,0.021711810911471174,0.012526593560196142,0.456174414696223,0.9601750620662731,0.01850732784228379,0.4423762061494419,0.9791022613844167,0.9977750704933563,0.9425069021678639,0.22977862075527278,0.028594348761698418,0.07849883303757182,0.961842353444988,0.9789090484862897,0.3027893491095213,0.0136238577267343,0.7573767267357245,0.6539692672359245,0.6529810743613216,0.9599085406104804,5,0.18416084270483085,17
0.0025171513912383677,0.7699316691836819,5.956481876487162,0.8895210391174043,0.03475552269751805,0.010344750987309581,0.6336277730592531,0.34061400402650494,0.9583107914865342,0.996967180006822,0.07362629305414642,0.6943566721577807,0.9804379399397587,0.9227820839716548,0.5700548756143676,0.2909067234280694,0.3633598984284022,0.24819057622672833,0.8224278501077487,0.6514710835805532,0.6741962750144554,0.31734595135286364,0.7824380749240971,0.3481660294290652,0.33090289312346866,0.9846709594281996,0.3922388426916646,0.004922906011586313,0.7184059736242028,0.6569479418295283,0.4591062186722122,0.38281726778724856,0.9301109237250919,0.018322736631427583,0.33259103175544696,0.08833592917699967,0.07512557994805102,0.4910177174197761,0.9784854071467699,0.02132038766833954,0.4565318800153592,0.8696314521953429,0.9517737141856831,0.9898569566717006,0.25292013004997377,0.02064875840815472,0.04931846799166839,0.9496998044766776,0.9413071258232302,0.27195311706158604,0.45979255339627045,0.6987342866895376,0.6380537498645752,0.6456878455763815,0.34318615028710153,5,0.18515712166692894,18
0.0011889088236071263,0.8980132972136584,5.855477557697429,0.023229144151618447,0.051271854917471674,0.021908020870203937,0.9720247549274683,0.3982652047852866,0.9519564590334799,0.985857456098847,0.0513023708365562,0.787782135997498,0.9624307142039473,0.9888806643294774,0.5718011107718763,0.28814840137445874,0.34960050487863625,0.23715365369065397,0.7309085130353726,0.6579547308907867,0.6412775160258143,0.3104845671188948,0.7602512627982009,0.32853379845976877,0.31210839257165374,0.9982484091592397,0.34956063773562807,0.07290430196804212,0.7859104134691017,0.6919421644181502,0.5122646772722814,0.3887280095426652,0.8966360127915893,0.015613245274380794,0.2945023580504773,0.13787072781211157,0.04555481267399797,0.4979420534889919,0.9613332839213402,0.014619599623325,0.4658222922702226,0.9570832909398005,0.9941576364842577,0.3267685865010696,0.26383716183761974,0.013886801544670868,0.9702263817366344,0.9869795798391605,0.962773551888721,0.3019227846667035,0.028372471588590242,0.7243697209793205,0.6308798396943966,0.7008432494371615,0.3881645957343476,5,0.17580817793788941,19
0.0013673405519761426,0.7305287538248657,5.249064251002304,0.11526450471287497,0.012070867723274738,0.01001383579061832,0.985810165321228,0.35362399749001056,0.9837658553212627,0.9071383245852586,0.058030642662099396,0.727065100359597,0.5219855173409346,0.5679781802145141,0.5938566291984653,0.2608897487278212,0.4024392011010326,0.2880377965145383,0.7047916648656384,0.6247399661086265,0.6431538492240114,0.3288904115624886,0.7736727214043687,0.3428834011812503,0.26419554737189443,0.3903767418372769,0.37811839383032625,0.050971096855620665,0.6775464785753514,0.6624434903586052,0.500911264535598,0.37019236773465936,0.8947107168430876,0.02243377503848243,0.28120024866740456,0.042180073138757726,0.14769283071408112,0.48498646408264934,0.9283548905650801,0.28692149116941373,0.3674497806788652,0.9786284524044355,0.2855777226561625,0.2980418202760586,0.2821604306457541,0.0407110894109296,0.9943806874972458,0.9874411087371158,0.9213287321586106,0.006991192236287011,0.4419099009723926,0.9858734738025348,0.5853233205142138,0.6281816751473579,0.3667999401514265,5,0.18492202890572165,20
0.004268064046356993,0.9965237555605785,1.8918290748469346,0.08600154214231592,0.01070760675839694,0.4096428481023489,0.9965825563738362,0.34771026191740845,0.8473326279507428,0.931236679746648,0.9993653228823393,0.7594386737640846,0.5276705581676627,0.6106173473318103,0.16780377322900236,0.2553874615270415,0.0075656309321541215,0.30542504074604965,0.6824018193325271,0.6209433490480323,0.6247088962535421,0.3373368586697986,0.7265818001516244,0.35561773380654604,0.3608265366516232,0.4306246896759216,0.36500951928626035,0.16204359365571253,0.8159107266888059,0.6959284077193747,0.5745702878389661,0.3643023928669677,0.6462780471251435,0.47604875277241465,0.2976734114815494,0.173367925366962,0.5743551896902565,0.5193849968586746,0.5199783890543836,0.023292476059745368,0.5586720152812655,0.9958464482715469,0.3030959344303946,0.28490840563346864,0.2723092963275303,0.2189340177683481,0.9839064484476401,0.9828883339153769,0.5301823202995307,0.00767207533905967,0.45658521114318296,0.9951392897825226,0.5956867281875732,0.6951666961257685,0.37238181694641487,5,0.17897842653779625,21
