reg_alpha,reg_lambda,learning_rate,subsample,colsample_bytree,min_split_gain,min_child_weight,$current_duration,$n__fc,$n__tc,$n__me,$n__fc__rw7,$n__tc__rw7,$n__me__rw7,$mean_duration_in__fc__rw7,$mean_duration_in__tc__rw7,$mean_duration_in__me__rw7,$mean_owner_included__fc__rw7,$mean_owner_included__tc__rw7,$mean_owner_included__me__rw7,$mean_n_recipients__fc__rw7,$mean_n_recipients__tc__rw7,$mean_n_recipients__me__rw7,$n__fc__rw30,$n__tc__rw30,$n__me__rw30,$mean_duration_in__fc__rw30,$mean_duration_in__tc__rw30,$mean_duration_in__me__rw30,$mean_owner_included__fc__rw30,$mean_owner_included__tc__rw30,$mean_owner_included__me__rw30,$mean_n_recipients__fc__rw30,$mean_n_recipients__tc__rw30,$mean_n_recipients__me__rw30,$n__fc__rw90,$n__tc__rw90,$n__me__rw90,$mean_duration_in__fc__rw90,$mean_duration_in__tc__rw90,$mean_duration_in__me__rw90,$mean_owner_included__fc__rw90,$mean_owner_included__tc__rw90,$mean_owner_included__me__rw90,$mean_n_recipients__fc__rw90,$mean_n_recipients__tc__rw90,$mean_n_recipients__me__rw90,$n__fc__x,$n__tc__x,$n__me__x,$mean_duration_in__fc__x,$mean_duration_in__tc__x,$mean_duration_in__me__x,$mean_owner_included__fc__x,$mean_owner_included__tc__x,$mean_owner_included__me__x,$mean_n_recipients__fc__x,$mean_n_recipients__tc__x,$mean_n_recipients__me__x,n_estimators,num_leaves,subsample_freq,min_child_samples,metric,trial
1.2285916427548795,0.07218018732952583,0.0004792414358623592,0.6410518152663129,0.7755751758284506,0.30194345748587803,0.3410134276028888,0.6848297385848633,0.48093190148436094,0.3921175181941505,0.3431780161508694,0.7290497073840416,0.4385722446796244,0.05967789660956835,0.3980442553304314,0.7379954057320357,0.18249173045349998,0.17545175614749253,0.5315513738418384,0.5318275870968661,0.6344009585513211,0.8494317940777896,0.7244553248606352,0.6110235106775829,0.7224433825702216,0.3229589138531782,0.3617886556223141,0.22826323087895561,0.29371404638882936,0.6309761238544878,0.09210493994507518,0.43370117267952824,0.4308627633296438,0.4936850976503062,0.425830290295828,0.3122612229724653,0.4263513069628082,0.8933891631171348,0.9441600182038796,0.5018366758843366,0.6239529517921112,0.11561839507929572,0.3172854818203209,0.4148262119536318,0.8663091578833659,0.2504553653965067,0.48303426426270435,0.985559785610705,0.5194851192598093,0.6128945257629677,0.12062866599032374,0.8263408005068332,0.6030601284109274,0.5450680064664649,0.3427638337743084,0.3041207890271841,0.4170222110247016,0.6813007657927966,0.8754568417951749,515,1373,59,1879,0.6716171885367429,0
1.0569809326914992,3.3653273331619538,0.00017765808030254098,0.8109462731546706,0.39493309962949924,0.1440138427993519,0.011535178074509154,0.09571251661238711,0.8853268262751396,0.6272489720512687,0.7234163581899548,0.01612920669501683,0.5944318794450425,0.5567851923942887,0.15895964414472274,0.1530705151247731,0.6955295287709109,0.31876642638187636,0.6919702955318197,0.5543832497177721,0.3889505741231446,0.9251324896139861,0.8416699969127163,0.35739756668317624,0.04359146379904055,0.30476807341109746,0.398185681917981,0.7049588304513622,0.9953584820340174,0.35591486571745956,0.7625478137854338,0.5931769165622212,0.6917017987001771,0.15112745234808023,0.39887629272615654,0.24085589772362448,0.34345601404832493,0.5131281541990022,0.6666245501640716,0.10590848505681383,0.13089495066408074,0.32198060646830806,0.6615643366662437,0.8465062252707221,0.5532573447967134,0.8544524875245048,0.3848378112757611,0.31678789711837974,0.3542646755916785,0.17108182920509907,0.8291126345018904,0.3386708459143266,0.5523700752940731,0.578551468108833,0.5215330593973323,0.002688064574320692,0.98834541928282,0.9053415756616099,0.2076358611963245,299,1068,91,2952,0.6879741226612731,1
0.05924151992920526,0.4932613972136663,0.02635761150191938,0.5154960431622199,0.7848584286756457,0.12113761995615822,0.014579823885969472,0.8658644583032646,0.9835216092035556,0.07936579037801572,0.42834727470094924,0.2045428595464277,0.4506364905187348,0.547763572628854,0.09332671036982076,0.29686077548067946,0.9275842401521475,0.5690037314301953,0.45741199752361195,0.7535259907981146,0.7418621518420373,0.04857903284426879,0.708697395442746,0.8392433478050836,0.16593788420695388,0.7809979379999573,0.2865366167291019,0.3064697533295573,0.665261465349683,0.11139217160771575,0.6648724488032943,0.8878567926762226,0.6963112682354063,0.44032787666540907,0.4382143843772247,0.7650960952393066,0.5656420012258828,0.0849041631918176,0.5826710878614046,0.8148437028934097,0.33706638344761,0.9275765795753895,0.7507170003431679,0.5740638251499645,0.7516439887929184,0.07914896073820521,0.8593890756806114,0.8215041132005579,0.9098716596102089,0.12863119750938,0.08178008709398521,0.13841557278158978,0.3993787101028001,0.4243068610809919,0.5622183787309056,0.12224354963250506,0.20139950138137086,0.8116443482840215,0.4679875740567494,810,22,56,2797,0.6259089849111824,2
0.5578614835517044,0.04152285266200508,0.01423222125962724,0.5031886797591342,0.7347071578075679,0.030230608796702176,0.01952321076996501,0.032197934937924,0.744780655141766,0.4729130022384551,0.12175435547305369,0.542635925788506,0.0667744432250047,0.6533648713530407,0.9960863273678254,0.7693973370739623,0.5737741136588245,0.10263525921079586,0.6998340747729147,0.6611678673279311,0.04909713062277632,0.7922993018445906,0.5187165908905051,0.4258676941999191,0.7881871736014655,0.41156922320883715,0.48102627550515353,0.18162884267382462,0.32131889950642867,0.8455329965625688,0.18690374892671535,0.4172910609033441,0.9890345073952994,0.23659981170551936,0.9168323329388289,0.918397467805633,0.09129634220320182,0.463652724885516,0.5022163353227871,0.31366895005212747,0.047339537237736984,0.24168563724539782,0.09552964155536092,0.23824990571241178,0.8077910862901561,0.8949782878860116,0.0432228920796468,0.301946836262719,0.9805821985942876,0.5395048225537353,0.6263093617098563,0.0055454084069045395,0.48490944344255926,0.9883285346223875,0.3751855274827981,0.09703815863886123,0.4619087615684484,0.9630044659922582,0.34183061356501643,801,1637,21,1336,0.5169140388600109,3
1.4021801846908517,0.17043522419869286,0.0003741285632199684,0.9739954454451347,0.7206002931810347,0.6071672975508006,0.00012328904459633826,0.26690581479113473,0.5020711003267428,0.06744863513005173,0.9930332610947917,0.2364623961980289,0.37429218234544803,0.21401191490834626,0.10544586610545081,0.23247978560423577,0.3006101355032047,0.6344422678994391,0.2812347814529085,0.36227676097657624,0.005942843723529823,0.36571912592736455,0.5338859816982946,0.1620158370505309,0.597433108360375,0.29315246862717936,0.6320504948017279,0.026196605250843774,0.8875934604677749,0.016118630423373914,0.12695803103596137,0.7771624615706022,0.04589523220217062,0.71099869359551,0.9710461405101289,0.8716829331423073,0.7101616513206985,0.9585097430216668,0.42981333788658194,0.8728789143218073,0.3559576679736146,0.9297636529038468,0.1487776562421036,0.9400290149282735,0.8327161972832127,0.8460548381964641,0.12392300992394434,0.596486898341737,0.01639248087593137,0.7211843660506068,0.007737514125903955,0.08482227744523363,0.2254984104500236,0.8751245338732246,0.36357631798761336,0.5399599352125585,0.5681032138189784,0.22546336030595993,0.5721467679844612,665,615,42,1365,0.6484996809711848,4
6.266888742304698,0.5787369916484991,0.06994507091937731,0.6448278030121175,0.600449136679281,0.012437225566711355,0.0053974817828165884,0.9274549985626518,0.19836568902671914,0.05209113438949886,0.40677889347386853,0.372396480594112,0.8571530578712436,0.02661111555995954,0.9201492297590049,0.6809029989949564,0.9042259940642177,0.6075290708206388,0.8119533124361243,0.33554387353928616,0.34956622802755977,0.3898742303282924,0.7547970815727832,0.3692911744286478,0.24221980649226726,0.9376683567905958,0.9080110836630401,0.34879731608699105,0.6346380702580473,0.27384221165307576,0.20611512871356907,0.3363395289967944,0.3270998926155012,0.8822761011966163,0.8223038147237254,0.7096232285590979,0.9593452252588969,0.42254335310805813,0.24503303855567626,0.11739843719148924,0.3010533582011998,0.14526373397045378,0.09218609736837002,0.6029321967069232,0.3641874497564469,0.5645703425961436,0.1913357207205566,0.6769058596527606,0.2155054472756598,0.27802359374403607,0.7417604221448768,0.5597378956447119,0.33483641286701926,0.5429887825451936,0.6939847028582425,0.912132121477629,0.5807132133944539,0.2326863788928809,0.7466976307764965,780,416,83,1400,0.5945369948052477,5
2.1842381400680706,0.05157445649540281,0.000994811527696206,0.9629576954333223,0.726252058519844,0.5432857030460638,0.030169331062472958,0.20430411784843272,0.4706887484465426,0.808963872711785,0.6750351269093718,0.006027885653297926,0.0874077426528228,0.3467947202135594,0.9443655396185902,0.4911904809745835,0.27017626743033374,0.3604237194537099,0.21065262755406322,0.42120005717001263,0.21803543954947457,0.8457525073029277,0.45627059904156286,0.27980201843577024,0.9328916481414816,0.31435135362919675,0.9097146620433381,0.043418090970277046,0.7071150602676761,0.4838890390346263,0.4442210613279802,0.03632334435198159,0.04068319049138114,0.33275361706194095,0.9471195399074332,0.6176599771146911,0.3688748416809269,0.6119770390549055,0.2061315362852275,0.1650664428280374,0.3618172655313584,0.8633533515404317,0.5094017273502238,0.29690151605685555,0.9502516250691507,0.8159660896670599,0.3229739428024262,0.9720982452279924,0.9873510978303908,0.40866013374577803,0.6559231028884748,0.40565319845122805,0.2573481057405711,0.08265267599986825,0.26361034611783196,0.27147985350974524,0.3986390796831395,0.18488603102530865,0.9538184033144764,111,1283,45,1276,0.6741962491242799,6
0.13060967499541545,4.0266523043168405,0.0006941142204073383,0.21646092591489863,0.9344776127672854,0.6064913915257877,0.0009940697528250367,0.5234875483250184,0.10908819726431707,0.09342706876107576,0.8374661084337091,0.410265717569233,0.6617165402023071,0.9432005584771528,0.24513059156146222,0.013159831290861401,0.02414840578377242,0.7093856924031721,0.9245518847934782,0.467330273012871,0.3751091480975187,0.5428604246774043,0.8589168375814408,0.6521538737929415,0.23297989668210628,0.7745802045205736,0.13461349733647,0.16555997072871287,0.6126822828089896,0.23878340614263116,0.7047785475555306,0.34951852739195666,0.27742396000738534,0.9989184059727976,0.04061612455845953,0.6458225216831122,0.03869958501224435,0.7602102579190041,0.23008995749829086,0.08983186707236401,0.6484497119090478,0.7326012172929284,0.6780953149188439,0.05190094713420723,0.29430694555415615,0.45108834621987504,0.2871032897254965,0.8105134562703709,0.13111510515269686,0.6121793616905918,0.9882149436274535,0.9025565385988689,0.2221570624850986,8.188761366767494e-05,0.9805973420619889,0.8827129846973776,0.9194724663276126,0.41550355083763335,0.744615462156731,220,807,86,391,0.6690202116974889,7
4.803923729527685,0.30869096408713464,0.0018979596101726176,0.4445171104744947,0.933479028218221,0.3671601879252894,0.07873198722683909,0.8576517872810324,0.9223823545915368,0.3033807340330762,0.33981085404434463,0.5950738763476149,0.44132413545947113,0.932842532619742,0.3975640516334864,0.4777780483752103,0.617186088553268,0.40473948597374754,0.9924784359251065,0.0988512845589864,0.22060331780720233,0.3226551311236502,0.14772284363962018,0.2842192345315554,0.7792452928594803,0.5228920008852178,0.03395363612822,0.9826225851871888,0.6160064775666468,0.058939478603020956,0.6611687717969805,0.3783693706952339,0.13567329712507226,0.5636645928991928,0.7270799505033303,0.6711266044701217,0.2475131535003564,0.5248662214529077,0.5376634440708693,0.7168033641320368,0.359867348941067,0.7977325951909392,0.6279218488956,0.03833160701853866,0.5464790216690849,0.8619120954317699,0.5675741625552813,0.17582826545569508,0.510376370347584,0.7569458365293011,0.11010519644540051,0.8170990787402382,0.16748164116306108,0.5340764922160645,0.3857434824367175,0.24862376751135573,0.6474325130087323,0.03739210877243937,0.7600458067436451,532,1794,53,114,0.5853759713557137,8
0.026965154107233404,2.4367656609032258,0.002991769611481353,0.5535034171726869,0.4547478251019948,0.20633894680432,0.3014258139956034,0.4329693307834276,0.8840030326750169,0.6481631232057743,0.8584276462736599,0.8524495447739876,0.9563120277897015,0.697942236203094,0.8053969353943662,0.7331278954025815,0.6052268359457805,0.7173541338917317,0.7157504114248329,0.04090779303629766,0.5161108355315025,0.7926513607264746,0.242962186510004,0.46514798647401345,0.43498571096039507,0.40278716928424396,0.12183952776741147,0.5257115412701479,0.4462483652703315,0.6633927572776407,0.5494130587824516,0.027542929652153214,0.031917987605751375,0.7013598010182327,0.707581118559356,0.9599391337244668,0.8767046815038113,0.4680596673872559,0.6259065116851689,0.45718172769626597,0.22294623666775293,0.37667699725634274,0.10388423246466616,0.6665271189949925,0.19203014371396754,0.4754677874911163,0.9674366030213775,0.03166893064808729,0.15172995005621215,0.29857918437171804,0.9418069644162544,0.9088417961283306,0.16200084081196064,0.9811177732774778,0.7507475251294209,0.5399770829325977,0.931702882961486,0.880607142176593,0.3913164925172572,660,1328,33,546,0.5788430950941712,9
0.31934011198527024,0.010839827148012434,0.009167866200677886,0.3641939930522478,0.23718730879480437,0.014452828211682034,0.00300810108378666,0.12912696341841348,0.7289784348930645,0.9972881774861975,0.1049152166318279,0.9632278722400941,0.01893091910312715,0.7876372013113565,0.6819765411126595,0.973709280667274,0.43690468800009885,0.016462587870756162,0.08693040867080981,0.9931711381955135,0.8309142616805776,0.663361938585288,0.05895819888156972,0.02678215889890384,0.9962604210582544,0.005782133812326562,0.650616053973734,0.45441642412680194,0.07872415857720039,0.9456835064100558,0.9959541398996639,0.9770136592158511,0.9209648293929995,0.007777811374018756,0.6147902290253573,0.007139518846948745,0.0001478524248444968,0.2692623394694413,0.08862872583682985,0.33845531865600764,0.05517742883678617,0.029179474130789557,0.320473998377685,0.23742742072223944,0.04765877243650496,0.9726845671023807,0.023132357673249837,0.36860194144852776,0.7733799636869227,0.9660034375022611,0.42387231938254044,0.012286981066615188,0.8426892372319572,0.8104414409619222,0.11036416972521768,0.007444368802853596,0.0014548861861338747,0.9714546243370515,0.07144074242304249,992,1976,2,2147,0.5895166732928326,10
0.013242595808757238,9.638848351301286,0.004844923747990141,0.5677522175916191,0.506316208429135,0.1987773783572284,0.3521299437382091,0.0018730592122092604,0.7586250513452371,0.5870130823656041,0.004711942651453541,0.7701475432246137,0.9484138212011156,0.720318282680035,0.7733473300999045,0.7904741005260687,0.5545986628001978,0.9366163450667104,0.6907633120740615,0.008828536708521434,0.5760132581409485,0.7400560748869139,0.2995950671775652,0.5457974145372672,0.45421375147733317,0.5299976714399697,0.18927437895686833,0.4910409204205458,0.37190120454630127,0.7924772497079959,0.35005193018999226,0.020480170643077278,0.9481529021308216,0.27293040828635373,0.7870198649987206,0.9652132297481559,0.9704579379908133,0.3390365434255592,0.7429809102800153,0.47199170451049527,0.017658651945240134,0.425310985376438,0.019132675513265723,0.7057494332268743,0.692091154599116,0.6305130847083322,0.8823489596195684,0.00013563804042582284,0.7096003452443216,0.013997503329034933,0.9550400399671376,0.6277533284762051,0.47317846743621406,0.9292219953171112,0.7272839045726354,0.5311887575317717,0.8175005227725709,0.9932070802905678,0.34114575284863363,894,1632,15,723,0.5476800075106423,11
0.013019077035236777,8.697596599513599,0.00731682836269797,0.7101461612092976,0.5395711773247942,0.22918733343895256,0.08835142203830315,0.024323723898097588,0.7138998645940247,0.5228351865737924,0.0043838756230305705,0.6364625541893385,0.21450505451536045,0.7163750281950222,0.9932677260491787,0.9498515397333074,0.46993167245998885,0.9754236660463551,0.6055180993326403,0.1367559604759221,0.9127387523915677,0.9900221009412644,0.32804004451867524,0.5568932729299229,0.4691479089348985,0.5767562529979298,0.243174883211438,0.5665551976932689,0.31613099928399796,0.9365898863661309,0.28645415323104656,0.13774901036720577,0.9946098680902549,0.263947385856077,0.892922735587259,0.9809329088721072,0.7333776359781103,0.29387999518960106,0.769442700598364,0.3217344305179565,0.00044341414008113034,0.5435610301365714,0.04690742620398798,0.7557067696413985,0.7312929044980487,0.6691505518511294,0.6603461877197373,0.01412490690729956,0.743697403696285,0.03997744715209074,0.5572006156830809,0.5787596894755941,0.4930390867927291,0.9695647598742114,0.07316993345228318,0.4397715048593023,0.7619391173964559,0.9913691971271547,0.3336003181322397,995,1748,12,875,0.5559525452176908,12
0.2638864502610175,1.0500294303989395,0.007575561128330116,0.4430743520036899,0.6101578754275881,0.08509576927046877,0.06647151465925161,0.007111143033388282,0.7150652661314325,0.33460124689214854,0.14278643456159168,0.7477933633662164,0.7173778102554758,0.49439179745497364,0.6989969113477226,0.8493151368859629,0.7610628420810457,0.9519835707046927,0.832856022810387,0.24009065320995582,0.6431033239208275,0.7226230661385986,0.42712940450453457,0.7312123203309724,0.5770239025366772,0.6069311018860067,0.5273925405756175,0.1852910836295203,0.1740521570736262,0.8020047829435302,0.005916255331971709,0.26416449741956005,0.8678452292368802,0.20811923322641396,0.8236925281977105,0.8476301035711988,0.9923033652303177,0.29455531702322213,0.4019623468525333,0.5697031747060932,0.9638739975462903,0.5026816863477549,0.948525383168446,0.45640449828755775,0.6896807968613616,0.6832405101943875,0.7123371543516996,0.19361811052202288,0.7707125549164099,0.4356458479447134,0.8333276959891528,0.2267158040426916,0.05171095021275263,0.8016395646925065,0.6548431745918406,0.6775495560894014,0.7721300736699735,0.7153781604766012,0.24923737004765412,854,1601,21,911,0.5441276065082427,13
0.34168460563802733,1.1909802441569417,0.015844234655138748,0.36683097694186373,0.6243083376646175,0.06809429041881546,0.048058203882848496,0.2496148024519083,0.6167145378890543,0.3382524127976786,0.1919659078581035,0.511870886287834,0.2330389850296366,0.4112586788044824,0.6707427787203695,0.8655775958391236,0.7684561966655272,0.8606315135574675,0.8471979016868014,0.23166428746103107,0.6927032792554481,0.6382516789740954,0.5460285027117512,0.9464459149080316,0.6522994428677484,0.6645901802273125,0.507426460917852,0.1502720054530936,0.15328514891973374,0.8012173235218026,0.0487396647968238,0.5506520034187075,0.8100591294995543,0.11029238278228451,0.9899671559811091,0.8157936061597809,0.5534465966341604,0.13408122923883342,0.3988009597535318,0.6340811587346911,0.9658251359651364,0.5780881587999481,0.9349813827761222,0.4473152487875199,0.981452522149941,0.9868211138601153,0.029201430494923977,0.3882473844797625,0.917466294590741,0.4028092165504907,0.7783454102711106,0.20655518952531504,0.0408850099075939,0.7741179248106796,0.2263320248359748,0.7426155475320559,0.7491893545927473,0.7244023595630615,0.180468058130983,676,2037,28,1870,0.625660453769506,14
0.5178543695649493,1.2747505203598293,0.022163007656047548,0.44201315875853436,0.638398196782954,0.10039919061953856,0.029527706477007896,0.007639671548810864,0.6168749111401353,0.28247420756168096,0.2227009020959296,0.654804452620314,0.7356792652647948,0.5310810315629813,0.5720871602596382,0.6279727883776398,0.7742393600162485,0.4386853612832306,0.816339641553129,0.6538830618840705,0.7666695481087129,0.725055651200755,0.4397940392598605,0.7259382535310831,0.8555538361026486,0.4324263549001683,0.5074501362093485,0.11548019759364146,0.014665977763566929,0.9700707435676676,0.010312051215862521,0.23108641804584334,0.8184058142976975,0.13966698491483387,0.841932756059852,0.8431414588084267,0.22005789524370278,0.23209536401201417,0.41139388398699067,0.6579888790970561,0.9636054236446622,0.2387936912438685,0.9919692904935931,0.298360342950358,0.6164844573840981,0.7343179628555323,0.6849254055540173,0.22519132798408392,0.846595988369643,0.4448168645131175,0.5008213355749724,0.26355856147672074,0.007591718145191335,0.7597728194533874,0.4553648133158717,0.6977695577715497,0.4310930121247341,0.6468592987684667,0.0314533277787975,367,1542,21,975,0.5648413391805063,15
0.17734417039121944,0.016258593408437307,0.0024879909925761673,0.33029854910561374,0.8568651510747582,0.019487096972500065,0.11863732648038358,0.35417984940556524,0.8113036638863398,0.4519259442217567,0.18804811754159118,0.838175760864019,0.543010691237113,0.4016382149695816,0.834469409341426,0.8703629953171569,0.8054354337839744,0.8367661072560283,0.961251369062034,0.23973663203449772,0.9641927112852927,0.5897275879342736,0.9677768298536895,0.7020474347322985,0.8353453420558306,0.6520812252349003,0.6891019390212674,0.009353544404682723,0.15229545028933072,0.7783235134881912,0.19038384962889843,0.23533463355047302,0.6572230403787953,0.3624662851198807,0.6171784894606287,0.5428261274101445,0.7185522095374333,0.06814027927608934,0.4856060245915342,0.9834199027178868,0.8251251824618108,0.6278649339373159,0.8407266329827507,0.536622248149886,0.46479535264414823,0.6979139288224087,0.21904331782528233,0.18974928248121184,0.6542290089166432,0.4945868766527643,0.6225140393443738,0.0048004661181826214,0.6814998390516604,0.9981776257772164,0.5704995258878545,0.3948300723585251,0.6903765764795968,0.5744224442025587,0.24613048344920618,840,1217,1,2326,0.6889202081048661,16
0.1199988639884966,0.13267555090516853,0.09574545084234902,0.46088095306873766,0.9972720840811236,0.11574073300543686,0.014459969369546067,0.1439175887253933,0.977925928903844,0.23066366713926845,0.5844244190527963,0.4881134824632081,0.7225149857966047,0.6076019088540893,0.8622411628229222,0.6012719994827709,0.9720852989247679,0.22249653251810098,0.4409688987875374,0.7304561986705878,0.6181798582915683,0.9013680319725459,0.6030870963376866,0.7960607144481483,0.6084362524694975,0.13944709456918147,0.42092647383447507,0.2661180454388846,0.1822917678130116,0.6119913831842085,0.009892507444815402,0.49557869809557736,0.9982504494228157,0.23474185915042162,0.8559822546947466,0.8591837289449351,0.49784846487303824,0.6345762253667695,0.3329441505130731,0.2605677860191731,0.560170139546195,0.4471700957606224,0.5171461090184536,0.40979250048370786,0.6709519422345627,0.5700595943926728,0.4103448550483452,0.48194618418621343,0.9883234777670283,0.5578810018067526,0.39637760187479054,0.1885225524033779,0.9876279622745116,0.7064987264234668,0.016795660356256792,0.723418246173166,0.4945080200004338,0.7790052047517636,0.4961745726885874,728,927,71,1078,0.5916827206516122,17
0.6877631568331575,0.03408631861636216,0.008126075975340161,0.49292140101006876,0.679236604613214,0.3152128255506005,0.10277784496140527,0.3138729355820787,0.823825781303324,0.19948997427632498,0.28580234372766433,0.706605593744305,0.28971671285915285,0.46121614551523876,0.989603672763786,0.8310263013433751,0.49894886052140774,0.5288214034163066,0.5945815730118453,0.25850401116385735,0.501090369307673,0.7769002922162385,0.3885314137957727,0.4613202794511354,0.7027963803619224,0.4284723595689183,0.5878798207928584,0.37444649427196147,0.26346508918218314,0.8803768914497898,0.19749363765805464,0.6460605939826962,0.5975839154309546,0.3693431870455627,0.9066661997385841,0.7539887544598114,0.1329744599678922,0.39285990457670456,0.5250603107180302,0.009993614189314548,0.47301323233398346,0.30423447411555793,0.8417806802424154,0.157950885086326,0.8225995913710573,0.7533362708467798,0.5610744894181519,0.47020655361042296,0.6376609946195209,0.3514931992396021,0.8523795600561097,0.1262465360231137,0.37280886246482253,0.826598790943718,0.2051324343197437,0.17847072266373049,0.8373183793254431,0.8137121141573261,0.13101265738082984,591,1496,35,1756,0.5841159175495968,18
0.20857377300913496,0.026536417443274077,0.03899165721268884,0.2365999740619626,0.8225356821457432,0.07241323117121297,0.03156162788113022,0.17006811760792057,0.6449743654674048,0.43757345606873804,0.11180966961706655,0.5743113194665339,0.1081259894845741,0.32997402112298624,0.7204119075709234,0.9616314709284468,0.6715574007330535,0.056213461902501205,0.8826959132357777,0.16424304770863285,0.04592113152400901,0.9759400296037977,0.6101373786567911,0.8235452577686273,0.5745385543210514,0.5895300059817428,0.7570074124911386,0.21215257716115543,0.43654645663234615,0.9990848314331491,0.34060321507910135,0.46680991961082857,0.8701488367059877,0.00014403463843892794,0.7343011279116248,0.5412079543248746,0.15146674096466373,0.1945730677973353,0.3164834345612549,0.5319602082477672,0.7862540050864475,0.4696270579673276,0.3367315304541455,0.34826670556355,0.6168848087885891,0.9982550040384055,0.11818712329382122,0.2676179754622967,0.8504518594280841,0.5060629546118148,0.7048288033565093,0.24145407326602647,0.09474610984196474,0.8722331957563565,0.45369152131236284,0.3827328666949295,0.6477782544636554,0.5386264517231931,0.25894568275255636,420,1844,21,37,0.8813499276355994,19
0.5300127587204722,0.09818240136655079,0.012527714912039519,0.6047826271610431,0.6922191074864473,0.1827486431669992,0.002814376557316695,0.09278767806706129,0.3461262969594249,0.3751884797494839,0.4921854920401497,0.9964531854216238,0.5863127256939522,0.6123852992224754,0.5791937128743477,0.5892870918504035,0.8631573910129537,0.24168404692948464,0.7412475897912378,0.3325601132715166,0.15419669089439797,0.6817210664978529,0.3885017496081519,0.9964935635248114,0.7801684907317613,0.1799549912971457,0.46733833393799146,0.11203085140742858,0.21380429647986154,0.8596550279224472,0.10417755285323635,0.2613931234861512,0.7910481579095598,0.1667443967463929,0.9908317598885626,0.9019032261497759,0.8409405113196623,0.030485200648189492,0.10151088957137855,0.38866677197112703,0.15086990763762143,0.6451629031613062,0.18686002147702252,0.4859804026549683,0.9060696430206701,0.3866581242796221,0.7173173052992067,0.11437656994767187,0.8403454993641589,0.23014263441612515,0.864029034971588,0.3314286947446401,0.30365885989809266,0.6723792753703731,0.631103616272593,0.6239227244411638,0.3159976594956427,0.880008308394324,0.02247515886139051,883,1042,10,380,0.6368736863630247,20
0.053932774005736706,9.555328793210895,0.00512144117138208,0.5507068934121631,0.522761721623833,0.16565444579841543,0.19779402980947916,0.021217545579476194,0.7712378434069826,0.5165560673910679,0.0076447175507050324,0.7602419996682583,0.9910838600354931,0.8244444891354126,0.7727877337267137,0.7491006911074365,0.5669342577319514,0.9870776936869124,0.7501469628865866,0.026266286261857025,0.5911804581615091,0.7612246638249597,0.2904921903510448,0.5403855797468217,0.4221597497522942,0.4949088053421019,0.3181975315803429,0.4034887930478198,0.36042840997733205,0.7575369478172507,0.29754596134044337,0.12686949727667118,0.9074960027982475,0.2717682365174565,0.8010061225899812,0.9955620556455577,0.9910847246678084,0.33208443613321403,0.7003860100381395,0.5529142114507517,0.004284539479128274,0.45305638621814937,0.01645329636743021,0.6667810606957251,0.7415330884870363,0.6330301229787365,0.8145254974446636,0.06647626391707806,0.7162242234320679,0.01681846619657465,0.9984756053019026,0.6533841156410033,0.4500334329522259,0.9164538107701277,0.8189835787492021,0.49651637169714935,0.8261287994027944,0.9888270934816058,0.32035048102665076,930,1596,19,688,0.5556716169547273,21
